"parameter","method","coverage","bias","MSE","power"
"DTE..57","stacked.regression",0.36,0.000641525549649277,6.48355834230608e-05,0.28
"DTE..57","TWFE",0.96,0.000250288814921301,0.000120992678608054,0.03
"DTE..57","TWFE.ever.adopted",0.96,0.000250288814921301,0.000120992678608054,0.03
"DTE..58","group.time.ATT",0.58,-0.000295429687227104,5.38964339452795e-05,0.23
"DTE..58","stacked.regression",0.39,0.000269306753677096,7.54576429712038e-05,0.3
"DTE..58","TWFE",1,-0.000666337770910043,7.55037214089262e-05,0
"DTE..58","TWFE.ever.adopted",1,-0.000666337770910043,7.55037214089262e-05,0
"DTE..59","group.time.ATT",0.44,0.0025496454027445,7.64123015461818e-05,0.16
"DTE..59","stacked.regression",0.32,0.000564736440904201,7.34766615087397e-05,0.32
"DTE..59","TWFE",0.97,0.000493298251786653,0.000136071518500671,0.02
"DTE..59","TWFE.ever.adopted",0.97,0.000493298251786653,0.000136071518500671,0.02
"DTE..6","group.time.ATT",1,-0.000397307833577744,7.54240783927417e-06,0
"DTE..6","group.time.ATT.ever.adopted",0.96,0.000174164704154495,3.35433713473514e-05,0.03
"DTE..6","stacked.regression",0.93,-0.000117680307653494,7.8925845745208e-06,0.03
"DTE..6","TWFE",0.96,-0.00113092033535454,5.94970001015404e-05,0.04
"DTE..6","TWFE.ever.adopted",0.96,-0.00113092033535454,5.94970001015404e-05,0.04
"DTE..60","group.time.ATT",0.6,-0.00266019560685719,8.98734153246801e-05,0.28
"DTE..60","stacked.regression",0.4,-0.0019849089618403,8.14120351043693e-05,0.39
"DTE..60","TWFE",1,-0.00299128468165632,8.96998331028423e-05,0
"DTE..60","TWFE.ever.adopted",1,-0.00299128468165632,8.96998331028423e-05,0
"DTE..61","group.time.ATT",0.56,7.6237879789576e-05,7.06329894949086e-05,0.21
"DTE..61","stacked.regression",0.4,0.000675286645016891,7.65422110887939e-05,0.28
"DTE..61","TWFE",0.95,-4.06875804846647e-06,0.000155578322484018,0.03
